54.077,49.951
52.051,64.722
59.595,9.741
54.834,42.480
34.375,59.082
37.915,34.937
43.164,13.647
56.665,32.471
59.937,20.190
42.505,12.500
34.521,51.440
54.053,42.651
39.136,27.661
52.515,57.764
39.282,32.764
54.590,46.436
37.720,41.943
38.306,42.188
50.098,57.324
42.700,12.598
39.868,21.777
40.332,21.582
49.756,57.520
56.470,36.548
61.890,21.948
59.302,22.388
55.957,54.395
39.038,33.667
58.618,28.198
55.640,54.663
56.226,40.918
39.917,22.339
57.324,36.157
56.665,49.268
52.051,63.916
58.423,38.623
55.811,40.894
39.282,33.301
53.589,56.055
62.085,22.070
38.184,41.602
39.990,22.119
59.814,20.215
53.003,55.835
59.668,33.887
57.251,46.729
41.553,12.500
37.109,47.485
52.246,62.329
30.908,48.193
36.963,35.010
38.257,28.857
62.207,25.879
62.109,21.826
41.895,12.524
51.953,62.329
56.470,49.097
62.402,21.973
62.524,25.806
57.300,46.680
55.908,55.029
56.299,49.072
60.522,30.078
56.738,51.831
40.259,18.018
58.911,38.208
56.226,54.565
58.594,58.838
56.616,52.344
