40.381,21.338
39.966,22.290
55.737,54.980
51.758,69.971
55.591,38.452
59.814,20.020
37.866,48.730
38.086,47.754
56.738,13.623
38.330,28.711
38.306,41.479
38.159,49.683
55.713,37.305
56.689,51.880
38.940,33.765
40.527,14.844
40.576,19.727
56.177,48.779
39.966,22.290
52.002,62.476
36.914,51.416
57.007,23.413
60.400,34.131
56.860,13.770
39.014,33.569
59.814,21.191
38.232,28.638
34.326,58.887
52.466,58.203
40.747,18.384
59.888,33.887
57.080,46.899
38.037,48.853
56.274,49.585
56.543,49.854
59.766,21.143
56.299,49.268
39.795,21.948
39.185,32.715
56.348,43.433
62.158,22.827
39.111,33.594
56.201,49.414
61.963,25.342
60.278,30.249
31.445,47.803
62.012,25.000
55.542,41.260
40.332,17.871
38.232,42.212
41.797,12.769
58.325,39.307
52.612,55.762
58.594,38.989
56.104,51.978
56.104,54.980
56.372,52.148
56.812,51.953
58.228,59.106
