38.306,40.234
60.815,33.154
51.538,64.697
37.134,53.833
57.324,12.207
60.034,20.996
56.860,43.066
38.330,23.950
57.324,11.621
44.434,8.740
40.381,22.046
38.428,47.266
55.469,49.438
56.641,22.778
29.736,36.084
56.470,53.882
57.202,22.388
38.013,33.960
38.330,41.284
37.036,53.491
53.174,66.382
52.905,55.615
60.522,29.761
34.521,58.936
35.864,37.427
59.619,9.839
54.370,50.098
63.257,25.757
56.055,39.819
56.763,53.760
36.890,52.515
36.035,37.085
58.838,37.109
57.666,45.923
40.332,21.411
56.616,54.443
56.763,50.977
53.101,55.322
56.104,54.883
37.183,33.911
60.107,20.068
57.617,46.143
60.034,19.873
56.470,54.468
52.661,64.185
42.114,12.158
52.393,63.892
30.811,47.412
51.953,63.770
62.158,21.362
40.430,17.432
62.378,21.094
57.495,50.830
56.592,48.633
59.473,59.473
56.763,50.879
56.934,48.242
57.593,50.952
