61.816,23.096
60.522,21.289
57.471,35.498
60.596,36.475
51.807,60.449
59.351,9.399
52.588,57.617
58.057,35.059
57.227,23.047
60.718,21.729
52.539,58.008
57.275,69.043
57.715,35.059
59.375,36.353
52.661,55.444
38.452,41.626
56.567,36.963
55.640,54.858
60.474,20.312
57.031,46.484
61.572,24.121
39.795,22.046
39.917,21.680
61.768,23.828
38.892,29.395
56.177,49.194
57.275,46.094
60.278,33.911
40.088,21.704
57.153,46.191
58.643,39.087
56.055,48.828
60.449,30.273
58.447,38.770
55.664,54.761
40.381,18.188
56.543,51.196
56.152,54.712
31.885,47.607
56.616,51.538
