37.500,53.418
39.575,29.932
64.404,23.828
40.234,21.948
57.812,45.557
37.988,50.879
41.919,17.017
62.207,16.772
36.890,52.490
38.721,28.247
33.569,57.739
38.623,32.031
58.325,35.132
42.358,18.408
64.453,24.756
31.738,70.752
58.179,50.903
28.857,35.889
39.990,21.509
40.649,22.266
63.403,20.581
39.282,32.397
40.063,22.021
54.102,51.465
34.961,73.438
61.523,36.743
64.941,25.586
44.775,8.789
58.545,68.530
51.318,65.820
59.082,50.464
40.454,22.339
37.646,52.319
53.516,50.879
40.601,27.368
57.715,53.320
59.155,49.463
57.446,45.923
60.645,59.570
36.938,33.228
38.647,31.567
57.227,37.402
57.837,53.662
61.646,36.084
51.904,63.428
58.740,48.218
52.490,63.452
41.089,21.021
36.914,33.423
39.136,32.104
41.968,24.658
38.916,31.104
43.506,12.402
36.792,33.154
60.571,33.838
60.864,20.068
37.524,39.844
39.551,32.056
60.620,19.507
39.258,31.543
37.549,31.226
52.417,57.129
41.382,14.453
43.213,12.305
58.691,50.439
37.109,33.008
31.787,69.971
38.403,23.657
39.551,30.933
57.690,45.776
57.642,45.776
57.617,55.396
62.866,20.264
37.109,32.153
63.086,19.897
27.588,77.588
59.058,48.047
41.089,16.870
59.473,50.903
57.959,55.444
59.009,50.854
59.521,50.879
58.472,47.876
59.131,47.900
