53.857,54.663
44.727,29.736
37.500,41.040
37.256,64.404
51.270,64.600
51.025,60.962
56.689,53.540
59.668,27.612
50.171,66.162
44.604,29.248
57.764,38.525
47.827,83.105
42.236,35.889
51.782,63.184
52.515,65.381
37.793,60.693
52.246,57.861
61.426,7.031
38.672,54.199
37.305,64.307
43.262,26.660
59.595,34.668
54.395,54.614
38.647,54.321
56.445,40.942
50.684,65.796
56.445,53.369
33.789,55.615
42.944,35.327
61.084,7.935
51.074,64.185
54.004,46.753
59.985,10.352
43.848,26.831
59.424,34.204
55.615,40.649
33.643,55.615
36.987,52.417
33.594,54.395
58.252,38.525
51.514,62.915
37.964,49.316
59.082,27.344
59.399,27.271
57.837,38.770
55.298,48.999
59.448,26.978
55.444,51.538
57.373,58.984
31.982,48.291
59.692,30.591
