60.034,20.605
57.007,22.119
41.113,14.502
61.987,16.846
58.008,47.461
60.596,47.070
31.445,70.898
38.623,26.074
39.844,27.148
52.417,63.379
39.819,31.860
51.758,63.696
37.500,40.845
57.202,55.396
41.064,19.629
56.641,37.183
58.276,50.977
28.027,78.027
60.352,45.679
60.034,19.824
37.329,53.589
38.477,31.226
60.571,33.081
38.354,31.836
58.667,49.487
59.253,35.889
59.424,36.084
38.379,23.486
58.960,35.913
58.276,45.630
60.010,19.629
52.661,57.397
53.101,54.834
38.135,27.026
38.208,30.859
52.393,64.478
37.305,31.104
57.153,55.298
29.395,35.840
51.953,57.471
43.042,12.134
57.422,36.987
60.229,58.936
51.831,64.380
40.527,20.898
39.893,21.313
38.086,46.753
60.522,49.438
55.225,60.986
57.959,50.391
57.227,37.109
29.297,35.840
52.466,55.127
60.889,49.219
37.354,31.738
62.012,21.484
54.907,60.474
62.231,21.338
32.080,70.654
39.844,21.094
36.914,33.569
40.601,16.919
36.841,33.569
32.178,69.727
58.008,50.757
58.203,48.047
36.841,32.959
57.446,47.925
56.714,54.883
57.422,47.925
57.544,50.342
57.471,54.370
58.057,47.949
58.521,50.464
