52.466,56.250
34.619,60.059
39.209,27.954
54.297,50.244
57.129,37.720
34.253,51.855
44.287,11.621
54.614,42.920
44.580,10.522
58.911,41.870
38.110,42.090
37.817,35.400
55.933,54.639
62.134,22.363
56.958,13.208
56.616,52.295
62.207,26.245
56.836,14.355
37.231,54.175
55.908,56.079
62.012,22.656
54.883,61.719
56.421,49.731
37.158,53.101
38.281,29.126
54.150,42.944
56.567,14.160
50.854,76.758
34.570,51.562
56.958,47.095
52.222,70.337
54.272,50.098
51.831,66.382
62.085,25.854
57.129,46.924
56.543,43.750
50.415,76.440
56.860,14.331
39.233,33.130
59.961,34.302
51.587,70.361
52.246,65.112
56.689,24.219
41.968,13.184
58.374,39.551
51.538,64.209
52.197,64.233
51.636,64.990
52.124,64.307
52.295,62.769
38.037,42.871
39.819,22.461
53.247,56.299
56.299,49.878
51.709,62.842
31.543,48.340
39.771,22.388
52.783,56.128
56.445,49.707
56.274,49.829
58.789,39.331
34.448,59.131
40.234,18.311
58.252,39.673
55.518,55.786
60.327,30.713
58.691,39.111
56.152,55.298
56.519,52.661
56.030,52.466
58.447,59.717
56.567,52.783
