51.978,63.818
37.451,42.822
52.856,58.301
40.454,21.533
57.593,36.279
42.383,13.574
56.006,55.859
56.030,56.030
59.814,21.069
37.915,38.037
50.293,47.705
57.080,50.488
43.457,10.059
55.884,40.137
51.831,67.749
38.428,34.058
39.697,21.802
57.007,32.227
37.695,42.285
56.470,50.977
38.135,41.724
37.109,53.760
62.451,26.221
56.763,13.013
36.816,52.930
59.106,38.232
40.039,21.924
52.588,58.130
51.562,65.234
56.982,12.769
33.545,53.955
56.348,54.565
52.222,65.234
60.474,30.029
57.178,46.436
39.209,27.588
55.933,48.828
56.836,51.807
57.251,23.682
56.396,43.164
59.766,33.936
39.819,21.387
62.622,25.928
38.672,27.441
57.788,36.548
58.594,37.769
38.135,42.529
42.163,12.817
52.686,57.861
53.174,55.542
55.835,41.235
55.859,41.064
57.056,36.548
59.937,20.215
59.033,38.354
54.590,42.822
54.150,42.798
51.953,66.138
36.646,53.735
56.445,49.365
58.594,38.135
62.158,21.753
51.660,66.064
30.713,47.949
40.332,17.969
56.030,55.005
56.592,49.121
56.763,52.075
58.984,58.643
56.299,54.761
56.445,48.804
56.934,51.929
