55.811,29.761
60.205,21.045
38.184,36.084
56.885,50.854
44.092,10.815
57.202,24.194
56.274,55.225
57.056,42.114
40.430,22.168
56.665,40.552
55.884,58.032
59.692,36.890
60.571,20.654
37.817,52.954
57.642,46.777
55.664,50.806
58.032,39.087
37.622,52.295
57.080,46.704
61.914,58.398
57.422,69.043
53.076,30.518
56.543,42.139
59.082,41.650
37.817,51.978
56.982,36.914
34.375,58.691
52.295,60.767
38.965,29.419
56.030,40.186
52.637,57.910
60.059,34.497
40.381,27.002
56.567,37.109
38.037,63.330
36.963,53.027
52.271,58.276
56.177,48.853
61.914,23.511
56.104,49.072
60.181,34.131
61.475,23.804
56.982,46.338
56.494,42.944
56.274,49.170
60.254,30.542
56.299,49.170
52.637,55.615
56.543,42.896
31.836,47.705
55.811,54.712
56.616,51.440
58.179,39.258
58.813,38.867
40.527,18.335
56.689,51.587
58.691,38.916
